epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,186.601,1.00398,0.84192,1.00107,0.7929,0.61643,0.69401,0.37422,1.54766,1.06981,1.41041,0.00064756,0.00064756,0.00064756
180,187.594,1.07084,0.90684,1.02506,0.81559,0.6167,0.71101,0.37838,1.53933,1.0546,1.3826,0.00064558,0.00064558,0.00064558
181,188.562,1.01821,0.84378,0.99733,0.78356,0.62856,0.69937,0.35907,1.57977,1.06938,1.41401,0.0006436,0.0006436,0.0006436
182,189.541,1.04664,0.87206,1.00449,0.75468,0.61996,0.6872,0.35985,1.60071,1.07242,1.43558,0.00064162,0.00064162,0.00064162
183,190.505,0.97606,0.81626,0.99035,0.77667,0.61683,0.6924,0.37798,1.54782,1.0487,1.38934,0.00063964,0.00063964,0.00063964
184,191.515,1.00537,0.83069,0.98195,0.80589,0.60911,0.70752,0.39757,1.48846,1.01877,1.34991,0.00063766,0.00063766,0.00063766
185,192.492,1.01868,0.8277,0.9796,0.82123,0.6141,0.70922,0.39373,1.48691,1.00203,1.34943,0.00063568,0.00063568,0.00063568
186,193.485,1.0308,0.80514,1.01074,0.78748,0.61634,0.68502,0.37362,1.51747,1.02309,1.3879,0.0006337,0.0006337,0.0006337
187,194.491,1.00208,0.84617,1.00453,0.77882,0.60634,0.67446,0.34566,1.59931,1.0579,1.4494,0.00063172,0.00063172,0.00063172
188,195.474,0.99471,0.83054,0.99885,0.76138,0.60224,0.66627,0.33917,1.63408,1.06076,1.4688,0.00062974,0.00062974,0.00062974
189,196.434,1.06523,0.8312,1.02359,0.80664,0.61781,0.69155,0.35566,1.58838,1.02414,1.43053,0.00062776,0.00062776,0.00062776
190,197.404,1.02228,0.84517,0.99296,0.79346,0.65032,0.71422,0.37192,1.54271,0.98954,1.37644,0.00062578,0.00062578,0.00062578
191,198.391,1.03567,0.85024,1.00288,0.79294,0.67176,0.74411,0.39964,1.48735,0.96714,1.32372,0.0006238,0.0006238,0.0006238
192,199.374,1.0574,0.82414,1.01505,0.81039,0.67936,0.75581,0.41381,1.43589,0.96379,1.29275,0.00062182,0.00062182,0.00062182
193,200.342,0.96941,0.80221,0.9921,0.79416,0.67522,0.74201,0.40565,1.49047,0.98579,1.34289,0.00061984,0.00061984,0.00061984
194,201.299,1.04587,0.8095,0.98792,0.80261,0.6659,0.73886,0.40203,1.51713,0.99154,1.36613,0.00061786,0.00061786,0.00061786
195,202.248,1.04185,0.81559,0.99229,0.80336,0.66954,0.74276,0.41311,1.46022,0.97264,1.33308,0.00061588,0.00061588,0.00061588
196,203.265,0.98948,0.80831,0.98858,0.81847,0.64599,0.73582,0.40705,1.45148,0.97041,1.32429,0.0006139,0.0006139,0.0006139
197,204.236,0.96654,0.80083,0.99395,0.81716,0.62682,0.71864,0.38966,1.48821,0.98453,1.35112,0.00061192,0.00061192,0.00061192
198,205.158,0.96448,0.79443,0.97953,0.76726,0.66754,0.71641,0.38837,1.49103,0.97505,1.36198,0.00060994,0.00060994,0.00060994
199,206.105,1.03769,0.86039,1.0131,0.79654,0.66546,0.72114,0.38319,1.53915,0.98097,1.40428,0.00060796,0.00060796,0.00060796
200,207.043,0.97504,0.80389,0.99989,0.81013,0.66683,0.72268,0.38188,1.56267,0.97658,1.43584,0.00060598,0.00060598,0.00060598
201,207.997,1.09739,0.81155,1.021,0.81435,0.66679,0.73228,0.39309,1.52289,0.95574,1.42133,0.000604,0.000604,0.000604
202,208.945,1.0107,0.81313,1.00557,0.79878,0.67438,0.73241,0.3953,1.50713,0.93008,1.41608,0.00060202,0.00060202,0.00060202
203,209.917,0.92641,0.77202,0.97202,0.78679,0.67856,0.72748,0.39134,1.51229,0.91875,1.42149,0.00060004,0.00060004,0.00060004
204,210.889,0.95553,0.7808,0.97649,0.81194,0.67391,0.73131,0.40493,1.50215,0.90788,1.42136,0.00059806,0.00059806,0.00059806
205,211.968,0.93405,0.7565,0.95945,0.82546,0.65705,0.72795,0.40247,1.51588,0.92099,1.43428,0.00059608,0.00059608,0.00059608
206,212.943,0.94885,0.79818,0.99591,0.8299,0.65297,0.72457,0.3977,1.54713,0.93816,1.44778,0.0005941,0.0005941,0.0005941
207,213.923,0.93005,0.76461,0.96709,0.83853,0.65664,0.72574,0.40595,1.5274,0.92934,1.41799,0.00059212,0.00059212,0.00059212
208,214.925,1.02484,0.81212,0.98651,0.83467,0.68393,0.75425,0.42393,1.48056,0.90389,1.36557,0.00059014,0.00059014,0.00059014
209,215.912,0.91021,0.76669,0.98812,0.81918,0.70652,0.76982,0.43204,1.46135,0.8936,1.34596,0.00058816,0.00058816,0.00058816
210,216.881,0.93067,0.7577,0.97108,0.82322,0.71246,0.76933,0.42962,1.47833,0.88387,1.37922,0.00058618,0.00058618,0.00058618
211,217.823,0.94264,0.78549,0.97543,0.82159,0.69993,0.74322,0.40645,1.54878,0.89796,1.45896,0.0005842,0.0005842,0.0005842
212,218.767,0.98457,0.782,0.97818,0.80581,0.70632,0.73373,0.40618,1.54198,0.90058,1.47401,0.00058222,0.00058222,0.00058222
213,219.722,0.94353,0.75746,0.97279,0.81827,0.70354,0.74493,0.42272,1.4819,0.88602,1.43053,0.00058024,0.00058024,0.00058024
214,220.7,1.01577,0.79052,0.9824,0.82363,0.69908,0.74795,0.42166,1.46445,0.87972,1.40151,0.00057826,0.00057826,0.00057826
215,221.686,1.07324,0.84062,0.9938,0.82429,0.66471,0.73365,0.40316,1.506,0.89852,1.42388,0.00057628,0.00057628,0.00057628
216,222.659,0.96924,0.7823,0.98332,0.81986,0.65338,0.7273,0.3867,1.54492,0.91834,1.45227,0.0005743,0.0005743,0.0005743
217,223.618,0.95501,0.76784,0.97258,0.80101,0.68275,0.73043,0.39205,1.56209,0.92556,1.4579,0.00057232,0.00057232,0.00057232
218,224.577,0.95011,0.7625,0.97045,0.82944,0.68237,0.74225,0.40217,1.54803,0.91341,1.44143,0.00057034,0.00057034,0.00057034
219,225.539,0.87114,0.73931,0.96658,0.82213,0.69512,0.74599,0.41496,1.50195,0.88213,1.41929,0.00056836,0.00056836,0.00056836
220,226.491,0.94239,0.76154,0.97881,0.80031,0.69052,0.73409,0.40311,1.52371,0.88213,1.44267,0.00056638,0.00056638,0.00056638
221,227.454,0.91621,0.76441,0.96999,0.80563,0.69608,0.72913,0.39339,1.53934,0.87872,1.45638,0.0005644,0.0005644,0.0005644
222,228.424,0.88795,0.72547,0.96291,0.82645,0.676,0.73103,0.39451,1.52326,0.87204,1.44036,0.00056242,0.00056242,0.00056242
223,229.425,0.93307,0.75836,0.98376,0.82338,0.66929,0.72215,0.37975,1.55914,0.89372,1.46262,0.00056044,0.00056044,0.00056044
224,230.373,0.91511,0.76331,0.97838,0.8137,0.64255,0.70557,0.35902,1.61261,0.93296,1.49872,0.00055846,0.00055846,0.00055846
225,231.314,0.98115,0.76615,0.9733,0.77641,0.6366,0.69341,0.34344,1.61382,0.95567,1.48718,0.00055648,0.00055648,0.00055648
226,232.242,0.8546,0.69952,0.94521,0.75151,0.64287,0.69014,0.35584,1.55478,0.95363,1.42441,0.0005545,0.0005545,0.0005545
227,233.22,0.91895,0.75156,0.95652,0.74696,0.65721,0.69193,0.36228,1.52884,0.95698,1.38655,0.00055252,0.00055252,0.00055252
228,234.198,0.90604,0.72213,0.95006,0.75072,0.65442,0.69331,0.36039,1.54156,0.97033,1.39639,0.00055054,0.00055054,0.00055054
229,235.145,0.95612,0.7658,0.95746,0.7794,0.61375,0.68047,0.34957,1.59781,0.99482,1.45196,0.00054856,0.00054856,0.00054856
230,236.104,0.89321,0.71475,0.94135,0.76809,0.63796,0.6827,0.35128,1.59967,0.98734,1.46884,0.00054658,0.00054658,0.00054658
231,237.067,0.93221,0.74762,0.96282,0.79891,0.64909,0.70886,0.37779,1.52867,0.92789,1.42746,0.0005446,0.0005446,0.0005446
232,238.02,0.8973,0.72053,0.96248,0.78569,0.69062,0.72345,0.39417,1.50046,0.9026,1.41814,0.00054262,0.00054262,0.00054262
233,238.916,0.87995,0.69976,0.94653,0.79911,0.6841,0.72242,0.39129,1.49738,0.89997,1.41919,0.00054064,0.00054064,0.00054064
234,239.859,0.89007,0.71651,0.95264,0.79201,0.68406,0.72203,0.38273,1.52676,0.90445,1.44262,0.00053866,0.00053866,0.00053866
235,240.795,0.91904,0.72974,0.95149,0.81367,0.6762,0.73187,0.39401,1.51338,0.89176,1.42429,0.00053668,0.00053668,0.00053668
236,241.79,0.89354,0.70658,0.94908,0.82457,0.67866,0.745,0.40477,1.47171,0.87211,1.39307,0.0005347,0.0005347,0.0005347
237,242.7,0.92448,0.73225,0.96136,0.81409,0.67748,0.73974,0.39799,1.48906,0.88478,1.41778,0.00053272,0.00053272,0.00053272
238,243.664,0.87086,0.70206,0.94684,0.81624,0.68252,0.74434,0.39977,1.48892,0.88326,1.4223,0.00053074,0.00053074,0.00053074
239,244.608,0.8713,0.72082,0.95598,0.826,0.68019,0.73892,0.39623,1.49664,0.88321,1.43309,0.00052876,0.00052876,0.00052876
240,245.594,0.85629,0.68328,0.93448,0.83383,0.6804,0.74086,0.39444,1.48324,0.87601,1.42207,0.00052678,0.00052678,0.00052678
241,246.538,0.86666,0.69805,0.95089,0.84541,0.65965,0.73123,0.38183,1.52201,0.88569,1.45823,0.0005248,0.0005248,0.0005248
242,247.433,0.83939,0.68553,0.94986,0.814,0.64146,0.70013,0.36055,1.60618,0.91723,1.5227,0.00052282,0.00052282,0.00052282
243,248.369,0.92043,0.72607,0.95803,0.78546,0.65044,0.6948,0.35379,1.64104,0.93086,1.54628,0.00052084,0.00052084,0.00052084
244,249.303,0.86111,0.70559,0.95456,0.78224,0.66136,0.71048,0.37284,1.60264,0.90517,1.52206,0.00051886,0.00051886,0.00051886
245,250.251,0.86061,0.70242,0.93982,0.81261,0.67442,0.73709,0.39738,1.52281,0.85929,1.46027,0.00051688,0.00051688,0.00051688
246,251.185,0.83935,0.68853,0.94178,0.82407,0.67663,0.74189,0.40156,1.51209,0.84376,1.45353,0.0005149,0.0005149,0.0005149
247,252.093,0.8409,0.6744,0.9305,0.83543,0.68303,0.74468,0.39235,1.55076,0.84658,1.48766,0.00051292,0.00051292,0.00051292
248,253.041,0.86732,0.68709,0.92372,0.83993,0.69888,0.75311,0.39599,1.54849,0.83714,1.47144,0.00051094,0.00051094,0.00051094
249,253.992,0.90351,0.71874,0.95724,0.85337,0.70782,0.76066,0.41492,1.49006,0.81767,1.4086,0.00050896,0.00050896,0.00050896
250,254.925,0.89898,0.71544,0.95279,0.82939,0.73029,0.76326,0.41539,1.46749,0.81072,1.37566,0.00050698,0.00050698,0.00050698
251,255.874,0.86472,0.69415,0.92953,0.81816,0.72435,0.75625,0.4047,1.48678,0.81465,1.39022,0.000505,0.000505,0.000505
252,256.792,0.83533,0.68345,0.94633,0.82016,0.72504,0.7465,0.40386,1.4872,0.81543,1.40936,0.00050302,0.00050302,0.00050302
253,257.752,0.83554,0.67989,0.93741,0.8178,0.72083,0.74214,0.40703,1.4823,0.81197,1.41853,0.00050104,0.00050104,0.00050104
254,258.701,0.81519,0.66097,0.94154,0.84678,0.68854,0.73805,0.409,1.47991,0.81824,1.42606,0.00049906,0.00049906,0.00049906
255,259.645,0.87422,0.67596,0.94369,0.84279,0.68532,0.73411,0.41271,1.45962,0.81928,1.41602,0.00049708,0.00049708,0.00049708
256,260.593,0.8265,0.67365,0.93264,0.83104,0.70044,0.74099,0.41409,1.46405,0.82131,1.42106,0.0004951,0.0004951,0.0004951
257,261.571,0.86609,0.68538,0.93728,0.81836,0.69917,0.74304,0.41068,1.48356,0.82638,1.4368,0.00049312,0.00049312,0.00049312
258,262.512,0.84418,0.66687,0.9354,0.82503,0.70529,0.74754,0.4092,1.48843,0.83002,1.43504,0.00049114,0.00049114,0.00049114
259,263.447,0.85186,0.67645,0.9289,0.842,0.71547,0.76757,0.41179,1.47533,0.82686,1.41509,0.00048916,0.00048916,0.00048916
260,264.384,0.89002,0.71182,0.94575,0.85856,0.71975,0.7693,0.40854,1.47541,0.82743,1.40842,0.00048718,0.00048718,0.00048718
261,265.293,0.87156,0.69112,0.94442,0.83591,0.72133,0.7524,0.40002,1.4833,0.82825,1.40907,0.0004852,0.0004852,0.0004852
262,266.201,0.86833,0.69253,0.93678,0.84397,0.71513,0.75632,0.40385,1.48396,0.82192,1.39695,0.00048322,0.00048322,0.00048322
263,267.126,0.8343,0.67186,0.92477,0.865,0.72386,0.77493,0.4197,1.44483,0.81424,1.35518,0.00048124,0.00048124,0.00048124
264,268.044,0.82597,0.65341,0.93331,0.8442,0.71803,0.76961,0.42794,1.42048,0.81631,1.33671,0.00047926,0.00047926,0.00047926
265,268.973,0.81383,0.64498,0.92645,0.84497,0.72333,0.77037,0.42537,1.42808,0.82444,1.34451,0.00047728,0.00047728,0.00047728
266,269.913,0.83372,0.66328,0.93868,0.84586,0.7205,0.77326,0.419,1.45293,0.83875,1.36383,0.0004753,0.0004753,0.0004753
267,270.895,0.8852,0.69532,0.94465,0.83845,0.72154,0.77608,0.41509,1.46259,0.83898,1.35484,0.00047332,0.00047332,0.00047332
268,271.827,0.85368,0.68192,0.94856,0.85512,0.70122,0.77289,0.41205,1.46536,0.84351,1.35389,0.00047134,0.00047134,0.00047134
269,272.729,0.86366,0.69699,0.95168,0.84709,0.69152,0.76021,0.41065,1.45111,0.85444,1.34028,0.00046936,0.00046936,0.00046936
270,273.668,0.82693,0.66525,0.93408,0.83478,0.68913,0.75105,0.40811,1.45491,0.85703,1.33184,0.00046738,0.00046738,0.00046738
271,274.654,0.85756,0.66981,0.94113,0.8,0.69624,0.74293,0.39354,1.51504,0.87207,1.36518,0.0004654,0.0004654,0.0004654
272,275.588,0.82227,0.66538,0.93155,0.78703,0.68654,0.73897,0.38423,1.55311,0.87756,1.39016,0.00046342,0.00046342,0.00046342
273,276.527,0.85324,0.68098,0.92305,0.81134,0.68312,0.74754,0.3941,1.54053,0.86201,1.37752,0.00046144,0.00046144,0.00046144
274,277.456,0.80785,0.63831,0.93144,0.81812,0.6926,0.75724,0.40754,1.4843,0.84487,1.34557,0.00045946,0.00045946,0.00045946
275,278.411,0.89873,0.69392,0.94019,0.81657,0.68835,0.75182,0.40068,1.49522,0.85175,1.3638,0.00045748,0.00045748,0.00045748
276,279.348,0.81566,0.63756,0.92486,0.82623,0.69377,0.7499,0.40206,1.4845,0.84493,1.36722,0.0004555,0.0004555,0.0004555
277,280.288,0.79919,0.63754,0.91469,0.85974,0.68309,0.75938,0.41554,1.46551,0.83027,1.36518,0.00045352,0.00045352,0.00045352
278,281.182,0.76192,0.6236,0.93323,0.84581,0.71559,0.76793,0.41539,1.46142,0.81926,1.37853,0.00045154,0.00045154,0.00045154
279,282.086,0.82014,0.64223,0.93308,0.85604,0.71317,0.77226,0.42066,1.45061,0.80648,1.3764,0.00044956,0.00044956,0.00044956
280,283.021,0.82207,0.63977,0.91965,0.86086,0.72162,0.79519,0.43798,1.43924,0.79128,1.35557,0.00044758,0.00044758,0.00044758
281,283.972,0.82058,0.65603,0.92629,0.88816,0.72213,0.81516,0.45412,1.42198,0.77273,1.32443,0.0004456,0.0004456,0.0004456
282,284.899,0.84377,0.6611,0.94253,0.87667,0.73761,0.81776,0.45872,1.40411,0.76207,1.30974,0.00044362,0.00044362,0.00044362
283,285.808,0.872,0.67439,0.95295,0.85595,0.76045,0.81243,0.45304,1.4088,0.76413,1.33027,0.00044164,0.00044164,0.00044164
284,286.774,0.86641,0.65532,0.93496,0.85566,0.75123,0.80247,0.44547,1.42944,0.77016,1.35827,0.00043966,0.00043966,0.00043966
285,287.71,0.82993,0.65651,0.92836,0.85227,0.75428,0.79335,0.44499,1.41625,0.75526,1.36025,0.00043768,0.00043768,0.00043768
286,288.639,0.85316,0.66395,0.92591,0.8591,0.75067,0.8019,0.46472,1.37555,0.73199,1.32671,0.0004357,0.0004357,0.0004357
287,289.589,0.83838,0.64314,0.93147,0.85505,0.76524,0.81119,0.47377,1.36346,0.72441,1.31331,0.00043372,0.00043372,0.00043372
288,290.557,0.84497,0.65441,0.92605,0.8681,0.75652,0.81304,0.47423,1.35974,0.72436,1.32206,0.00043174,0.00043174,0.00043174
289,291.527,0.80529,0.63847,0.92957,0.88641,0.74572,0.80817,0.46175,1.38434,0.73697,1.36062,0.00042976,0.00042976,0.00042976
290,292.434,0.80343,0.64277,0.9254,0.85421,0.76292,0.7987,0.44063,1.4407,0.75204,1.40745,0.00042778,0.00042778,0.00042778
291,293.374,0.84491,0.67167,0.9303,0.86336,0.76596,0.80618,0.4315,1.46825,0.75662,1.41843,0.0004258,0.0004258,0.0004258
292,294.327,0.82863,0.62925,0.92449,0.87556,0.76198,0.80643,0.43174,1.45735,0.74884,1.39109,0.00042382,0.00042382,0.00042382
293,295.311,0.79811,0.62296,0.9244,0.86589,0.76256,0.7962,0.4277,1.44229,0.7432,1.36804,0.00042184,0.00042184,0.00042184
294,296.224,0.80395,0.63468,0.92201,0.87569,0.76134,0.78571,0.42335,1.43585,0.7441,1.3745,0.00041986,0.00041986,0.00041986
295,297.111,0.84992,0.66454,0.93646,0.82437,0.77547,0.76864,0.40943,1.4487,0.75334,1.40506,0.00041788,0.00041788,0.00041788
296,298.04,0.81573,0.65422,0.92941,0.85427,0.74701,0.75773,0.40241,1.45806,0.75946,1.43058,0.0004159,0.0004159,0.0004159
297,298.967,0.84579,0.63961,0.92711,0.8429,0.7638,0.77144,0.41151,1.44932,0.75245,1.4244,0.00041392,0.00041392,0.00041392
298,299.889,0.8441,0.64499,0.92424,0.84323,0.77759,0.79325,0.42363,1.44084,0.74081,1.40185,0.00041194,0.00041194,0.00041194
299,300.791,0.82128,0.63048,0.93092,0.8487,0.77443,0.79705,0.42547,1.4377,0.73783,1.40208,0.00040996,0.00040996,0.00040996
300,301.703,0.7968,0.62723,0.91909,0.8467,0.76686,0.7922,0.42651,1.43342,0.73535,1.42308,0.00040798,0.00040798,0.00040798
301,302.651,0.78456,0.62299,0.91799,0.86251,0.75155,0.79025,0.42336,1.43182,0.73648,1.44875,0.000406,0.000406,0.000406
302,303.616,0.83095,0.6387,0.91828,0.85026,0.7588,0.78888,0.42537,1.42368,0.73444,1.45024,0.00040402,0.00040402,0.00040402
303,304.562,0.78709,0.62462,0.92125,0.8576,0.75543,0.78057,0.43353,1.39313,0.72612,1.42943,0.00040204,0.00040204,0.00040204
304,305.519,0.83245,0.6299,0.92116,0.8445,0.76158,0.7732,0.43349,1.39329,0.72587,1.4403,0.00040006,0.00040006,0.00040006
305,306.437,0.74608,0.59923,0.90691,0.85605,0.75767,0.77208,0.42509,1.40446,0.73283,1.45706,0.00039808,0.00039808,0.00039808
306,307.345,0.77756,0.61838,0.94019,0.86215,0.75047,0.76481,0.41589,1.42339,0.74058,1.48535,0.0003961,0.0003961,0.0003961
307,308.299,0.82959,0.64177,0.93083,0.84904,0.75237,0.76292,0.41428,1.43181,0.74209,1.49246,0.00039412,0.00039412,0.00039412
308,309.207,0.8235,0.64429,0.92996,0.85422,0.75371,0.77014,0.4209,1.41803,0.73648,1.47262,0.00039214,0.00039214,0.00039214
309,310.113,0.76468,0.60887,0.91182,0.87075,0.75723,0.78878,0.43732,1.39035,0.72114,1.42831,0.00039016,0.00039016,0.00039016
310,311.011,0.81887,0.63499,0.91202,0.86787,0.77232,0.80377,0.45542,1.36832,0.7076,1.38951,0.00038818,0.00038818,0.00038818
311,311.956,0.78977,0.6108,0.9191,0.86598,0.77831,0.80937,0.46177,1.35664,0.70604,1.3711,0.0003862,0.0003862,0.0003862
312,312.888,0.76978,0.5982,0.90939,0.87266,0.76206,0.80308,0.44973,1.38729,0.7179,1.40379,0.00038422,0.00038422,0.00038422
313,313.787,0.81405,0.61871,0.90974,0.84878,0.7687,0.79694,0.43837,1.41705,0.73281,1.43045,0.00038224,0.00038224,0.00038224
314,314.685,0.74893,0.59068,0.9137,0.85425,0.76704,0.79644,0.43439,1.41865,0.73452,1.44034,0.00038026,0.00038026,0.00038026
315,315.595,0.74599,0.5947,0.91236,0.84993,0.77582,0.79703,0.44202,1.39861,0.72467,1.41987,0.00037828,0.00037828,0.00037828
316,316.509,0.73322,0.58956,0.90564,0.8438,0.78749,0.79992,0.44919,1.39108,0.7175,1.40804,0.0003763,0.0003763,0.0003763
317,317.403,0.7693,0.58946,0.92407,0.87685,0.77213,0.80813,0.4533,1.38118,0.71276,1.40578,0.00037432,0.00037432,0.00037432
318,318.353,0.76845,0.5944,0.91174,0.85066,0.78032,0.7993,0.44226,1.40622,0.72413,1.43839,0.00037234,0.00037234,0.00037234
319,319.299,0.75642,0.60065,0.91596,0.82124,0.77049,0.77738,0.41785,1.47928,0.74715,1.50158,0.00037036,0.00037036,0.00037036
320,320.264,0.80378,0.60198,0.91194,0.83584,0.75761,0.78308,0.4179,1.49413,0.75406,1.50871,0.00036838,0.00036838,0.00036838
321,321.258,0.7738,0.59312,0.91749,0.86491,0.75465,0.79795,0.43015,1.45365,0.74293,1.46998,0.0003664,0.0003664,0.0003664
322,322.162,0.80729,0.61384,0.92152,0.8661,0.75913,0.80461,0.44543,1.40454,0.72925,1.41929,0.00036442,0.00036442,0.00036442
323,323.065,0.76489,0.60124,0.90502,0.86319,0.76635,0.80566,0.45259,1.38021,0.71796,1.38904,0.00036244,0.00036244,0.00036244
324,323.962,0.79319,0.60599,0.9041,0.85165,0.77032,0.80296,0.45532,1.37566,0.71708,1.38715,0.00036046,0.00036046,0.00036046
325,324.888,0.76404,0.59115,0.90455,0.85298,0.75973,0.79392,0.45382,1.37558,0.7244,1.4074,0.00035848,0.00035848,0.00035848
326,325.767,0.76525,0.59533,0.91606,0.85558,0.75495,0.78708,0.4401,1.41566,0.73763,1.46786,0.0003565,0.0003565,0.0003565
327,326.659,0.79311,0.59845,0.89732,0.85904,0.75111,0.78243,0.4364,1.42839,0.74064,1.48784,0.00035452,0.00035452,0.00035452
328,327.573,0.79369,0.60122,0.89952,0.85501,0.76475,0.7841,0.43649,1.41013,0.73371,1.47073,0.00035254,0.00035254,0.00035254
329,328.492,0.7717,0.60533,0.91256,0.85777,0.76695,0.79052,0.44411,1.38882,0.72909,1.45261,0.00035056,0.00035056,0.00035056
330,329.399,0.755,0.58618,0.90568,0.85899,0.76778,0.78705,0.44288,1.37867,0.72356,1.4443,0.00034858,0.00034858,0.00034858
331,330.275,0.6945,0.58521,0.90801,0.86363,0.75541,0.78408,0.4421,1.38964,0.72011,1.46381,0.0003466,0.0003466,0.0003466
332,331.169,0.78804,0.59513,0.90764,0.8397,0.76484,0.77756,0.43567,1.39353,0.72188,1.46743,0.00034462,0.00034462,0.00034462
333,332.042,0.79888,0.6021,0.91553,0.85088,0.76639,0.77841,0.43849,1.38293,0.71542,1.44113,0.00034264,0.00034264,0.00034264
334,332.988,0.75657,0.58975,0.89973,0.86225,0.76246,0.78685,0.44461,1.39001,0.70858,1.42544,0.00034066,0.00034066,0.00034066
335,333.899,0.76269,0.58716,0.89749,0.86847,0.7643,0.79447,0.44902,1.3873,0.70169,1.41007,0.00033868,0.00033868,0.00033868
336,334.817,0.75522,0.57446,0.90706,0.86916,0.77457,0.80127,0.45411,1.37054,0.69763,1.39849,0.0003367,0.0003367,0.0003367
337,335.726,0.75295,0.58588,0.90085,0.89559,0.75313,0.79558,0.45031,1.3808,0.69972,1.42128,0.00033472,0.00033472,0.00033472
338,336.61,0.72897,0.57216,0.90549,0.88333,0.75098,0.78656,0.43894,1.40268,0.70959,1.45924,0.00033274,0.00033274,0.00033274
339,337.578,0.73952,0.56231,0.89,0.84426,0.77528,0.77881,0.43462,1.40355,0.70935,1.47193,0.00033076,0.00033076,0.00033076
340,338.482,0.77568,0.59374,0.90779,0.87214,0.76172,0.778,0.43493,1.3898,0.70286,1.45007,0.00032878,0.00032878,0.00032878
341,339.374,0.71154,0.56414,0.90173,0.87062,0.76455,0.77995,0.43656,1.37951,0.69935,1.42381,0.0003268,0.0003268,0.0003268
342,340.255,0.75758,0.59052,0.91224,0.87244,0.75643,0.7791,0.43647,1.37186,0.69711,1.40946,0.00032482,0.00032482,0.00032482
343,341.19,0.70976,0.56715,0.89551,0.87654,0.7561,0.783,0.433,1.36877,0.70114,1.415,0.00032284,0.00032284,0.00032284
344,342.104,0.73506,0.5843,0.91872,0.84551,0.77263,0.78009,0.42306,1.39326,0.71327,1.44964,0.00032086,0.00032086,0.00032086
345,342.98,0.78754,0.60001,0.9065,0.84599,0.7641,0.77716,0.41639,1.42024,0.72442,1.48101,0.00031888,0.00031888,0.00031888
346,343.875,0.73149,0.55723,0.88649,0.88429,0.73844,0.78395,0.41638,1.42201,0.72488,1.48372,0.0003169,0.0003169,0.0003169
347,344.78,0.80469,0.59042,0.90649,0.88831,0.749,0.79321,0.42564,1.4217,0.726,1.45997,0.00031492,0.00031492,0.00031492
348,345.719,0.72907,0.58133,0.9,0.89294,0.75229,0.79886,0.43558,1.41035,0.71946,1.42214,0.00031294,0.00031294,0.00031294
349,346.623,0.83572,0.59652,0.93026,0.89178,0.76597,0.81155,0.44542,1.39035,0.71036,1.396,0.00031096,0.00031096,0.00031096
350,347.548,0.74524,0.57512,0.90043,0.87372,0.77019,0.8108,0.44868,1.36237,0.70977,1.38469,0.00030898,0.00030898,0.00030898
351,348.463,0.73012,0.57417,0.90175,0.83467,0.78517,0.79897,0.44044,1.37355,0.72183,1.41699,0.000307,0.000307,0.000307
352,349.378,0.73463,0.57051,0.90468,0.82281,0.76824,0.77998,0.42905,1.39808,0.73457,1.45023,0.00030502,0.00030502,0.00030502
353,350.292,0.7885,0.58308,0.90778,0.84778,0.74293,0.77521,0.42335,1.41736,0.74041,1.46917,0.00030304,0.00030304,0.00030304
354,351.201,0.8775,0.61428,0.92126,0.86025,0.74491,0.77662,0.42158,1.42896,0.73843,1.46342,0.00030106,0.00030106,0.00030106
355,352.076,0.71902,0.56419,0.90625,0.8664,0.74065,0.77897,0.42861,1.41907,0.72865,1.43944,0.00029908,0.00029908,0.00029908
356,352.987,0.77619,0.59582,0.89444,0.887,0.74296,0.79385,0.4399,1.39326,0.718,1.40863,0.0002971,0.0002971,0.0002971
357,353.935,0.78588,0.58831,0.92669,0.84643,0.78295,0.79649,0.44597,1.36889,0.70812,1.39429,0.00029512,0.00029512,0.00029512
358,354.865,0.78833,0.58635,0.90212,0.836,0.78854,0.79525,0.44258,1.3652,0.71105,1.40662,0.00029314,0.00029314,0.00029314
359,355.782,0.72331,0.55418,0.90195,0.86863,0.74469,0.77605,0.43077,1.38541,0.71965,1.44482,0.00029116,0.00029116,0.00029116
360,356.695,0.77809,0.58265,0.89771,0.85555,0.75182,0.77053,0.41677,1.42988,0.73484,1.48653,0.00028918,0.00028918,0.00028918
361,357.581,0.72827,0.55845,0.90259,0.86233,0.7484,0.76858,0.41459,1.44458,0.73423,1.49747,0.0002872,0.0002872,0.0002872
362,358.497,0.72315,0.56079,0.89448,0.86813,0.75342,0.77634,0.42458,1.41216,0.7166,1.4762,0.00028522,0.00028522,0.00028522
363,359.409,0.73968,0.57132,0.89604,0.86667,0.76743,0.78732,0.4392,1.37008,0.69953,1.42985,0.00028324,0.00028324,0.00028324
364,360.332,0.72394,0.56951,0.8931,0.87638,0.76187,0.79447,0.44494,1.36256,0.69181,1.41126,0.00028126,0.00028126,0.00028126
365,361.228,0.73347,0.57254,0.89615,0.8538,0.77471,0.78966,0.43697,1.37602,0.69422,1.42036,0.00027928,0.00027928,0.00027928
366,362.173,0.68547,0.54763,0.90026,0.85122,0.77271,0.78654,0.42694,1.39382,0.70235,1.44427,0.0002773,0.0002773,0.0002773
